imc,maigreur_1_19_ans,maigreur_5_9_ans,vaccination_hepatite_b,vaccination_polio,vaccination_diphterie,cas_rougeole,id_sante
62.5,4.7,4.7,81.0,75.0,81.0,24,1464
61.9,4.7,4.6,8.0,75.0,8.0,373,1465
61.4,4.7,4.6,78.0,75.0,78.0,956,1466
6.8,4.7,4.6,77.0,74.0,77.0,618,1467
6.2,4.7,4.6,75.0,74.0,75.0,213,1468
59.7,4.8,4.7,74.0,74.0,74.0,526,1469
59.1,4.8,4.7,77.0,77.0,77.0,36,1470
58.6,4.9,4.7,8.0,8.0,8.0,8,1471
57.9,4.9,4.8,83.0,83.0,83.0,5,1472
32.6,5.5,5.3,93.0,9.0,93.0,0,1473
32.0,5.8,5.6,93.0,9.0,93.0,0,1474
31.4,6.1,5.9,93.0,9.0,93.0,516,1475
3.8,6.4,6.2,95.0,93.0,95.0,179,1476
3.2,6.8,6.6,96.0,95.0,96.0,172,1477
29.7,7.2,7.0,93.0,92.0,93.0,2488,1478
29.2,7.6,7.4,91.0,89.0,91.0,0,1479
28.8,8.0,7.8,88.0,86.0,88.0,0,1480
28.3,8.4,8.3,9.0,87.0,88.0,2,1481
27.9,8.8,8.7,91.0,88.0,89.0,1,1482
27.4,9.3,9.2,87.0,88.0,89.0,0,1483
26.9,9.7,9.7,6.0,89.0,9.0,31,1484
26.4,1.2,1.1,17.0,9.0,9.0,1,1485
25.9,1.6,1.6,17.0,84.0,84.0,0,1486
25.4,11.1,11.1,17.0,78.0,78.0,217,1487
24.9,11.5,11.6,17.0,82.0,83.0,660,1488
27.3,6.5,6.4,52.0,52.0,52.0,1060,1489
26.7,6.7,6.5,5.0,49.0,5.0,34,1490
26.1,6.8,6.7,76.0,75.0,76.0,0,1491
25.6,7.0,6.9,8.0,8.0,8.0,43,1492
25.0,7.2,7.0,77.0,77.0,77.0,279,1493
24.5,7.4,7.2,47.0,71.0,7.0,2200,1494
24.0,7.6,7.4,64.0,84.0,81.0,6,1495
23.4,7.7,7.6,64.0,79.0,75.0,1,1496
22.9,7.9,7.8,64.0,67.0,65.0,1,1497
22.4,8.1,8.1,64.0,66.0,6.0,20,1498
22.0,8.3,8.3,64.0,66.0,6.0,8,1499
21.5,8.5,8.5,64.0,47.0,31.0,4,1500
21.1,8.7,8.7,64.0,49.0,35.0,142,1501
2.7,8.8,8.9,64.0,51.0,39.0,131,1502
2.4,9.0,9.0,64.0,54.0,42.0,1379,1503
2.2,9.2,9.2,64.0,56.0,46.0,5977,1504
64.8,5.8,5.5,97.0,97.0,97.0,82,1505
63.8,5.7,5.5,94.0,94.0,94.0,372,1506
62.8,5.7,5.5,96.0,96.0,96.0,0,1507
61.8,5.6,5.4,98.0,98.0,98.0,320,1508
6.9,5.6,5.4,98.0,98.0,98.0,0,1509
59.9,5.6,5.4,98.0,98.0,98.0,0,1510
59.0,5.6,5.4,98.0,98.0,98.0,329,1511
58.2,5.5,5.4,98.0,98.0,98.0,8,1512
57.4,5.5,5.4,98.0,98.0,98.0,59,1513
56.7,5.5,5.4,98.0,98.0,98.0,1,1514
56.0,5.5,5.4,97.0,98.0,98.0,292,1515
55.3,5.5,5.4,99.0,97.0,97.0,2771,1516
54.6,5.6,5.4,96.0,95.0,95.0,0,1517
54.0,5.6,5.4,91.0,93.0,93.0,3890,1518
53.4,5.6,5.5,93.0,94.0,94.0,633,1519
52.8,5.7,5.5,92.0,94.0,94.0,0,1520
62.4,2.6,2.6,94.0,93.0,93.0,50,1521
61.9,2.6,2.7,94.0,93.0,93.0,11,1522
61.4,2.7,2.7,93.0,93.0,93.0,35,1523
6.9,2.7,2.7,93.0,93.0,93.0,0,1524
6.5,2.7,2.8,95.0,92.0,92.0,7,1525
6.0,2.8,2.8,94.0,95.0,95.0,2,1526
59.7,2.8,2.9,95.0,98.0,98.0,0,1527
59.3,2.9,2.9,96.0,96.0,96.0,1,1528
59.0,2.9,3.0,96.0,95.0,95.0,0,1529
58.7,3.0,3.0,95.0,94.0,94.0,1,1530
58.4,3.0,3.1,95.0,93.0,94.0,1,1531
58.1,3.1,3.1,94.0,9.0,94.0,1,1532
57.8,3.2,3.2,95.0,91.0,94.0,1,1533
57.5,3.3,3.3,94.0,97.0,95.0,103,1534
57.2,3.3,3.3,95.0,97.0,95.0,7,1535
56.9,3.4,3.4,98.0,92.0,94.0,19,1536
61.3,1.0,0.9,94.0,99.0,99.0,0,1537
6.9,1.0,0.9,94.0,99.0,99.0,0,1538
6.5,0.9,0.9,94.0,99.0,99.0,0,1539
6.1,0.9,0.9,94.0,99.0,99.0,2,1540
59.6,0.9,0.9,95.0,96.0,99.0,6,1541
59.2,0.9,0.9,94.0,96.0,99.0,0,1542
58.8,0.9,0.9,95.0,96.0,99.0,0,1543
58.4,0.9,0.9,94.0,96.0,99.0,1,1544
57.9,0.9,0.9,87.0,96.0,99.0,0,1545
57.5,0.9,0.9,95.0,99.0,99.0,8,1546
57.0,1.0,0.9,95.0,99.0,99.0,0,1547
56.4,1.0,0.9,94.0,99.0,99.0,0,1548
55.8,1.0,0.9,95.0,99.0,98.0,1,1549
55.2,1.0,0.9,95.0,99.0,99.0,0,1550
54.6,1.0,1.0,86.0,99.0,99.0,0,1551
54.0,1.0,1.0,77.0,99.0,99.0,0,1552
2.5,7.1,7.1,69.0,71.0,69.0,3,1553
2.0,7.2,7.1,73.0,73.0,73.0,3,1554
19.5,7.3,7.2,74.0,73.0,74.0,6,1555
19.0,7.4,7.3,7.0,71.0,7.0,2,1556
18.5,7.5,7.4,73.0,73.0,73.0,0,1557
18.0,7.6,7.5,7.0,7.0,7.0,1,1558
17.6,7.7,7.6,77.0,76.0,77.0,0,1559
17.1,7.8,7.7,77.0,77.0,77.0,3,1560
16.7,7.9,7.8,84.0,83.0,84.0,0,1561
16.3,8.0,7.9,82.0,83.0,85.0,2,1562
15.8,8.1,8.0,81.0,8.0,85.0,0,1563
15.4,8.2,8.1,71.0,74.0,78.0,35558,1564
15.0,8.3,8.3,61.0,65.0,66.0,62233,1565
14.7,8.5,8.4,51.0,61.0,62.0,10795,1566
14.3,8.6,8.5,51.0,6.0,6.0,9357,1567
13.9,8.7,8.6,51.0,58.0,57.0,35256,1568
19.6,6.4,6.2,88.0,88.0,88.0,0,1569
19.2,6.5,6.3,91.0,87.0,91.0,3,1570
18.8,6.5,6.4,89.0,89.0,89.0,1,1571
18.4,6.6,6.5,96.0,95.0,96.0,11,1572
18.0,6.7,6.6,97.0,97.0,97.0,26,1573
17.6,6.8,6.7,93.0,86.0,93.0,118712,1574
17.3,6.9,6.8,93.0,93.0,93.0,21,1575
16.9,7.0,6.9,91.0,92.0,91.0,20,1576
16.6,7.1,7.0,87.0,88.0,87.0,143,1577
16.2,7.3,7.1,99.0,99.0,99.0,1,1578
15.9,7.4,7.2,93.0,94.0,93.0,184,1579
15.5,7.5,7.4,89.0,94.0,89.0,1116,1580
15.2,7.6,7.5,84.0,85.0,84.0,167,1581
14.8,7.7,7.6,64.0,79.0,64.0,92,1582
14.4,7.9,7.7,64.0,86.0,9.0,150,1583
14.1,8.0,7.9,64.0,73.0,75.0,304,1584
4.6,7.5,7.3,99.0,99.0,99.0,1318,1585
39.5,7.6,7.4,96.0,97.0,97.0,221,1586
38.5,7.8,7.6,96.0,97.0,97.0,195,1587
37.4,7.9,7.7,97.0,97.0,97.0,1868,1588
36.3,8.0,7.8,96.0,96.0,96.0,1569,1589
35.3,8.2,8.0,96.0,96.0,96.0,73,1590
34.4,8.3,8.2,96.0,97.0,97.0,153,1591
33.4,8.5,8.3,97.0,97.0,97.0,334,1592
32.5,8.7,8.5,96.0,97.0,97.0,394,1593
31.6,8.8,8.6,95.0,95.0,95.0,564,1594
3.7,9.0,8.8,96.0,96.0,96.0,1407,1595
29.8,9.2,8.9,94.0,95.0,95.0,5729,1596
28.8,9.3,9.1,95.0,96.0,96.0,632,1597
27.9,9.5,9.3,95.0,94.0,94.0,408,1598
27.0,9.7,9.4,95.0,95.0,96.0,2198,1599
26.0,9.8,9.6,97.0,98.0,98.0,6187,1600
27.4,13.6,13.6,99.0,99.0,99.0,0,1601
26.2,13.6,13.7,99.0,99.0,99.0,0,1602
25.1,13.7,13.8,99.0,99.0,99.0,0,1603
24.1,13.8,13.9,99.0,99.0,99.0,0,1604
23.1,13.9,14.0,96.0,96.0,96.0,0,1605
22.1,14.0,14.1,97.0,97.0,96.0,0,1606
21.2,14.1,14.2,98.0,98.0,98.0,6,1607
2.3,14.2,14.3,98.0,98.0,98.0,0,1608
19.5,14.3,14.4,98.0,98.0,98.0,20,1609
18.7,14.3,14.5,98.0,98.0,98.0,47,1610
18.0,14.4,14.5,98.0,98.0,98.0,1395,1611
17.3,14.5,14.6,97.0,96.0,96.0,37,1612
16.7,14.6,14.7,98.0,98.0,98.0,75,1613
16.2,14.6,14.7,98.0,98.0,98.0,926,1614
15.6,14.7,14.8,98.0,97.0,98.0,0,1615
15.2,14.8,14.8,96.0,98.0,98.0,20,1616
23.8,7.7,7.5,64.0,66.0,64.0,215,1617
23.2,7.9,7.7,73.0,74.0,73.0,290,1618
22.5,8.1,7.9,69.0,7.0,69.0,221,1619
21.9,8.3,8.1,66.0,72.0,66.0,341,1620
21.3,8.5,8.3,66.0,72.0,66.0,24,1621
2.7,8.8,8.5,72.0,77.0,73.0,1719,1622
2.2,9.0,8.8,71.0,77.0,73.0,2939,1623
19.6,9.2,9.0,74.0,74.0,74.0,98,1624
19.0,9.4,9.3,74.0,76.0,74.0,2,1625
18.5,9.7,9.5,9.0,79.0,78.0,128,1626
18.0,9.9,9.7,83.0,78.0,77.0,33,1627
17.5,1.1,1.0,73.0,7.0,69.0,172,1628
17.0,1.3,1.2,79.0,67.0,63.0,232,1629
16.5,1.5,1.5,79.0,65.0,61.0,717,1630
16.1,1.8,1.7,79.0,56.0,49.0,4464,1631
15.6,11.0,1.9,79.0,53.0,43.0,1578,1632
69.6,0.8,0.8,95.0,97.0,97.0,2,1633
69.2,0.8,0.8,9.0,99.0,99.0,0,1634
68.8,0.8,0.7,94.0,99.0,99.0,0,1635
68.4,0.8,0.7,93.0,99.0,99.0,0,1636
68.0,0.8,0.7,82.0,96.0,96.0,3,1637
67.6,0.8,0.7,75.0,76.0,76.0,0,1638
67.1,0.8,0.7,86.0,73.0,73.0,1,1639
66.6,0.7,0.7,86.0,72.0,72.0,1,1640
66.1,0.7,0.7,82.0,76.0,74.0,2,1641
65.6,0.7,0.7,86.0,83.0,85.0,1,1642
65.0,0.7,0.7,85.0,94.0,92.0,6,1643
64.5,0.7,0.7,85.0,89.0,89.0,4,1644
63.9,0.7,0.7,89.0,94.0,94.0,4,1645
63.4,0.7,0.7,89.0,95.0,95.0,7,1646
62.8,0.7,0.7,89.0,95.0,95.0,2,1647
62.3,0.8,0.7,89.0,94.0,94.0,2,1648
3.8,7.8,7.5,73.0,67.0,73.0,1,1649
3.1,8.0,7.7,84.0,84.0,84.0,14,1650
29.4,8.1,7.9,8.0,8.0,8.0,62,1651
28.8,8.3,8.1,8.0,8.0,8.0,35,1652
28.1,8.5,8.3,75.0,73.0,75.0,234,1653
27.4,8.7,8.5,64.0,52.0,64.0,1292,1654
26.8,8.9,8.7,64.0,63.0,64.0,322,1655
26.1,9.2,8.9,74.0,73.0,74.0,4,1656
25.5,9.4,9.1,74.0,75.0,75.0,11,1657
24.8,9.6,9.4,68.0,68.0,68.0,22,1658
24.2,9.8,9.6,42.0,71.0,71.0,127,1659
23.6,1.0,9.8,42.0,68.0,7.0,5039,1660
22.9,1.3,1.1,42.0,75.0,76.0,3611,1661
22.3,1.5,1.3,42.0,91.0,89.0,883,1662
21.7,1.7,1.5,42.0,75.0,75.0,1398,1663
21.1,1.9,1.7,42.0,58.0,51.0,0,1664
33.3,6.9,6.8,97.0,98.0,97.0,0,1665
32.8,7.0,6.9,97.0,98.0,97.0,0,1666
32.3,7.0,7.0,98.0,98.0,98.0,0,1667
31.8,7.1,7.0,98.0,98.0,98.0,0,1668
31.3,7.1,7.1,98.0,98.0,98.0,2,1669
3.7,7.2,7.2,99.0,99.0,99.0,12,1670
3.2,7.3,7.3,99.0,99.0,99.0,15,1671
29.7,7.4,7.3,99.0,99.0,99.0,12,1672
29.1,7.5,7.4,97.0,96.0,97.0,13,1673
28.6,7.6,7.5,97.0,98.0,97.0,3,1674
28.0,7.7,7.6,97.0,97.0,97.0,7,1675
27.5,7.8,7.7,98.0,98.0,98.0,28,1676
26.9,7.9,7.8,97.0,99.0,99.0,777,1677
26.4,7.9,7.9,88.0,88.0,88.0,0,1678
25.8,8.0,8.0,92.0,93.0,92.0,0,1679
25.3,8.1,8.1,88.0,88.0,88.0,0,1680
63.5,1.5,1.5,82.0,87.0,87.0,0,1681
62.8,1.6,1.5,84.0,87.0,87.0,3,1682
62.1,1.6,1.5,82.0,83.0,83.0,0,1683
61.5,1.6,1.5,99.0,99.0,99.0,0,1684
6.8,1.6,1.6,98.0,97.0,97.0,3,1685
6.1,1.6,1.6,93.0,95.0,95.0,0,1686
59.4,1.7,1.6,95.0,95.0,95.0,0,1687
58.7,1.7,1.6,97.0,96.0,96.0,0,1688
57.9,1.7,1.7,98.0,98.0,98.0,0,1689
57.2,1.8,1.7,98.0,98.0,98.0,23,1690
56.4,1.8,1.7,98.0,98.0,98.0,6,1691
55.7,1.8,1.8,98.0,98.0,98.0,64,1692
54.9,1.9,1.8,98.0,98.0,98.0,44,1693
54.1,1.9,1.8,97.0,98.0,97.0,0,1694
53.2,1.9,1.9,97.0,97.0,97.0,3,1695
52.4,2.0,1.9,97.0,97.0,97.0,30,1696
69.4,0.2,0.2,78.0,71.0,72.0,0,1697
68.7,0.2,0.2,81.0,76.0,77.0,140,1698
68.1,0.2,0.2,83.0,81.0,81.0,0,1699
67.5,0.2,0.2,82.0,81.0,81.0,0,1700
67.0,0.2,0.2,83.0,83.0,84.0,0,1701
66.4,0.2,0.2,88.0,85.0,85.0,0,1702
65.8,0.2,0.2,89.0,81.0,91.0,0,1703
65.2,0.2,0.2,89.0,88.0,85.0,0,1704
64.7,0.2,0.2,9.0,79.0,79.0,0,1705
64.1,0.2,0.2,84.0,81.0,67.0,0,1706
63.6,0.2,0.2,91.0,94.0,94.0,0,1707
63.2,0.2,0.2,8.0,82.0,78.0,0,1708
62.8,0.2,0.2,89.0,88.0,92.0,0,1709
62.4,0.2,0.2,85.0,84.0,84.0,0,1710
62.0,0.3,0.2,81.0,79.0,75.0,0,1711
61.5,0.3,0.3,87.0,85.0,85.0,0,1712
52.7,2.2,2.3,99.0,99.0,99.0,20359,1713
51.5,2.2,2.3,99.0,99.0,99.0,0,1714
5.4,2.2,2.3,98.0,98.0,98.0,0,1715
49.2,2.2,2.3,99.0,99.0,99.0,0,1716
48.0,2.2,2.3,99.0,99.0,99.0,0,1717
46.9,2.2,2.3,96.0,96.0,96.0,7,1718
45.9,2.2,2.3,97.0,96.0,95.0,8,1719
44.9,2.2,2.3,96.0,95.0,96.0,31,1720
43.9,2.2,2.4,98.0,99.0,95.0,12,1721
43.0,2.2,2.4,98.0,98.0,99.0,26,1722
42.1,2.3,2.4,98.0,99.0,99.0,0,1723
41.3,2.3,2.4,98.0,99.0,99.0,0,1724
4.5,2.4,2.5,98.0,98.0,98.0,18,1725
39.8,2.4,2.5,98.0,98.0,98.0,1205,1726
39.1,2.5,2.6,95.0,95.0,95.0,10677,1727
38.5,2.6,2.6,93.0,94.0,94.0,925,1728
61.8,1.8,1.8,82.0,89.0,89.0,0,1729
61.3,1.8,1.9,87.0,91.0,91.0,0,1730
6.7,1.8,1.9,9.0,94.0,94.0,0,1731
6.2,1.9,1.9,9.0,94.0,94.0,0,1732
59.7,1.9,2.0,91.0,95.0,95.0,5,1733
59.1,2.0,2.0,9.0,93.0,94.0,5,1734
58.5,2.0,2.1,87.0,91.0,92.0,0,1735
57.8,2.1,2.1,93.0,95.0,95.0,0,1736
57.2,2.1,2.2,9.0,92.0,92.0,0,1737
56.5,2.2,2.2,9.0,9.0,9.0,0,1738
55.7,2.3,2.3,9.0,9.0,9.0,0,1739
55.0,2.3,2.4,9.0,9.0,9.0,0,1740
54.2,2.4,2.4,9.0,9.0,9.0,0,1741
53.5,2.5,2.5,9.0,9.0,9.0,0,1742
52.7,2.5,2.6,9.0,9.0,9.0,0,1743
51.9,2.6,2.7,9.0,9.0,9.0,0,1744
58.5,6.4,6.2,99.0,99.0,99.0,17,1745
57.5,6.4,6.2,99.0,99.0,99.0,10,1746
56.5,6.4,6.2,99.0,99.0,99.0,92,1747
55.5,6.3,6.2,99.0,99.0,99.0,668,1748
54.6,6.3,6.2,98.0,98.0,99.0,982,1749
53.6,6.3,6.2,98.0,99.0,99.0,633,1750
52.7,6.4,6.2,98.0,99.0,99.0,834,1751
51.7,6.4,6.3,97.0,99.0,99.0,1455,1752
5.8,6.4,6.3,95.0,95.0,95.0,2248,1753
49.9,6.4,6.3,95.0,97.0,97.0,1217,1754
49.1,6.5,6.3,96.0,98.0,98.0,0,1755
48.2,6.5,6.4,95.0,97.0,97.0,6399,1756
47.3,6.6,6.4,9.0,91.0,91.0,10841,1757
46.5,6.6,6.5,92.0,94.0,94.0,6000,1758
45.7,6.7,6.5,84.0,93.0,96.0,2724,1759
44.8,6.7,6.6,43.0,95.0,95.0,7368,1760
22.6,3.6,3.5,8.0,8.0,8.0,79,1761
22.2,3.6,3.5,79.0,79.0,79.0,9,1762
21.8,3.6,3.5,78.0,78.0,78.0,8,1763
21.3,3.6,3.5,76.0,73.0,76.0,145,1764
2.9,3.7,3.6,76.0,73.0,76.0,177,1765
2.5,3.7,3.6,74.0,73.0,74.0,2321,1766
2.1,3.7,3.6,74.0,74.0,74.0,60,1767
19.7,3.7,3.7,75.0,74.0,75.0,4,1768
19.3,3.8,3.7,75.0,75.0,75.0,267,1769
18.9,3.8,3.7,75.0,73.0,78.0,183,1770
18.5,3.9,3.8,75.0,71.0,8.0,12598,1771
18.1,3.9,3.8,76.0,69.0,83.0,9396,1772
17.7,4.0,3.9,76.0,67.0,85.0,28898,1773
17.3,4.0,4.0,76.0,76.0,76.0,7155,1774
16.9,4.1,4.0,25.0,72.0,73.0,7085,1775
16.5,4.2,4.1,25.0,69.0,7.0,7375,1776
23.8,12.8,13.0,89.0,89.0,89.0,6,1777
22.9,12.9,13.1,88.0,88.0,88.0,122,1778
22.1,12.9,13.2,75.0,76.0,75.0,1010,1779
21.3,13.0,13.2,58.0,87.0,84.0,2175,1780
2.5,13.0,13.3,4.0,9.0,84.0,2046,1781
19.8,13.1,13.3,92.0,9.0,9.0,190,1782
19.1,13.1,13.4,91.0,9.0,9.0,329,1783
18.3,13.2,13.4,85.0,85.0,85.0,333,1784
17.6,13.2,13.5,85.0,84.0,86.0,1088,1785
17.0,13.2,13.5,75.0,82.0,82.0,760,1786
16.4,13.2,13.6,62.0,86.0,73.0,314,1787
15.7,13.3,13.6,39.0,92.0,82.0,1329,1788
15.2,13.3,13.6,8.0,86.0,78.0,830,1789
14.6,13.3,13.7,8.0,84.0,79.0,736,1790
14.1,13.3,13.7,8.0,77.0,73.0,2519,1791
13.6,13.3,13.7,8.0,88.0,82.0,845,1792
35.7,8.2,8.1,92.0,92.0,92.0,212,1793
34.9,8.6,8.5,88.0,88.0,88.0,477,1794
34.1,9.0,8.9,89.0,89.0,89.0,1028,1795
33.3,9.5,9.4,84.0,84.0,84.0,86,1796
32.5,9.9,9.9,82.0,85.0,82.0,79,1797
31.8,1.4,1.4,83.0,83.0,83.0,3138,1798
31.0,1.9,1.9,83.0,83.0,83.0,4076,1799
3.2,11.5,11.4,83.0,83.0,83.0,0,1800
29.4,12.0,12.0,83.0,81.0,86.0,21,1801
28.7,12.6,12.6,83.0,74.0,86.0,3,1802
27.9,13.1,13.1,83.0,86.0,86.0,4,1803
27.2,13.7,13.7,83.0,81.0,81.0,4,1804
26.5,14.2,14.3,83.0,82.0,79.0,262,1805
25.8,14.7,14.8,83.0,78.0,77.0,1278,1806
25.1,15.2,15.4,83.0,79.0,78.0,416,1807
24.5,15.7,15.9,83.0,8.0,79.0,469,1808
19.1,15.7,16.1,91.0,9.0,91.0,1599,1809
18.5,15.9,16.3,92.0,92.0,92.0,1279,1810
18.0,16.1,16.5,92.0,92.0,92.0,1861,1811
17.4,16.3,16.7,9.0,9.0,9.0,3362,1812
16.9,16.5,16.9,92.0,92.0,92.0,2359,1813
16.4,16.7,17.2,82.0,83.0,82.0,190,1814
15.9,16.9,17.4,89.0,93.0,89.0,189,1815
15.4,17.0,17.6,82.0,82.0,82.0,2089,1816
14.9,17.2,17.8,82.0,82.0,82.0,1415,1817
14.4,17.4,18.0,69.0,91.0,89.0,2838,1818
13.9,17.6,18.2,41.0,78.0,75.0,5023,1819
13.4,17.8,18.4,27.0,8.0,8.0,12074,1820
12.9,18.0,18.6,2.0,76.0,78.0,13344,1821
12.4,18.2,18.8,2.0,72.0,72.0,6749,1822
11.9,18.3,19.0,2.0,73.0,72.0,10849,1823
11.4,18.5,19.2,2.0,74.0,74.0,9397,1824
62.1,1.0,0.9,94.0,95.0,95.0,7,1825
61.6,1.0,0.9,92.0,96.0,96.0,140,1826
61.0,1.0,0.9,51.0,97.0,97.0,2632,1827
6.5,1.0,0.9,2.0,97.0,97.0,10,1828
59.9,1.0,0.9,2.0,97.0,97.0,51,1829
59.3,1.0,0.9,2.0,97.0,97.0,15,1830
58.6,1.0,0.9,2.0,97.0,97.0,15,1831
57.9,1.0,0.9,2.0,97.0,97.0,109,1832
57.3,1.0,1.0,2.0,97.0,97.0,10,1833
56.5,1.0,1.0,2.0,96.0,96.0,1,1834
55.8,1.0,1.0,2.0,96.0,96.0,4,1835
55.0,1.0,1.0,2.0,98.0,98.0,11,1836
54.2,1.1,1.0,2.0,98.0,98.0,4,1837
53.4,1.1,1.0,2.0,97.0,97.0,3,1838
52.6,1.1,1.1,2.0,97.0,97.0,0,1839
51.8,1.1,1.1,2.0,97.0,97.0,1019,1840
67.5,0.4,0.3,92.0,92.0,92.0,10,1841
66.9,0.4,0.3,93.0,93.0,93.0,280,1842
66.4,0.3,0.3,93.0,92.0,92.0,8,1843
65.9,0.3,0.3,93.0,93.0,93.0,68,1844
65.3,0.3,0.3,95.0,95.0,95.0,597,1845
64.8,0.3,0.3,9.0,93.0,93.0,43,1846
64.3,0.3,0.3,93.0,92.0,92.0,198,1847
63.8,0.3,0.3,9.0,89.0,89.0,0,1848
63.2,0.3,0.3,88.0,88.0,88.0,25,1849
62.6,0.3,0.3,87.0,89.0,89.0,20,1850
62.1,0.3,0.3,87.0,89.0,89.0,20,1851
61.5,0.3,0.3,88.0,87.0,89.0,33,1852
6.9,0.3,0.3,89.0,86.0,9.0,66,1853
6.3,0.3,0.3,89.0,84.0,9.0,21,1854
59.6,0.3,0.3,9.0,82.0,9.0,65,1855
58.9,0.3,0.3,9.0,82.0,9.0,65,1856
54.0,1.8,1.7,98.0,99.0,98.0,0,1857
53.2,1.8,1.7,98.0,99.0,98.0,0,1858
52.4,1.8,1.7,98.0,99.0,98.0,0,1859
51.7,1.8,1.7,98.0,99.0,98.0,0,1860
5.9,1.8,1.8,98.0,99.0,98.0,0,1861
5.2,1.9,1.8,98.0,99.0,98.0,0,1862
49.4,1.9,1.8,98.0,99.0,98.0,0,1863
48.6,1.9,1.8,97.0,97.0,97.0,0,1864
47.9,2.0,1.9,93.0,93.0,93.0,0,1865
47.1,2.0,1.9,88.0,88.0,88.0,0,1866
46.4,2.0,1.9,86.0,87.0,86.0,0,1867
45.7,2.1,2.0,79.0,8.0,79.0,0,1868
44.9,2.1,2.0,86.0,86.0,86.0,0,1869
44.2,2.2,2.1,85.0,85.0,85.0,0,1870
43.5,2.2,2.1,87.0,89.0,87.0,0,1871
42.8,2.2,2.1,83.0,85.0,83.0,0,1872
19.3,9.6,9.4,65.0,65.0,65.0,7693,1873
18.9,9.8,9.6,68.0,67.0,68.0,1142,1874
18.5,1.0,9.9,67.0,56.0,67.0,1224,1875
18.1,1.3,1.1,71.0,71.0,71.0,272,1876
17.7,1.5,1.3,75.0,4.0,75.0,771,1877
17.3,1.7,1.6,7.0,75.0,7.0,372,1878
16.9,11.0,1.8,71.0,71.0,71.0,801,1879
16.5,11.2,11.0,71.0,68.0,67.0,1317,1880
16.1,11.4,11.3,71.0,57.0,57.0,282,1881
15.7,11.6,11.5,71.0,52.0,51.0,59,1882
15.4,11.9,11.8,71.0,46.0,45.0,2183,1883
15.0,12.1,12.0,71.0,45.0,43.0,63057,1884
14.6,12.3,12.2,71.0,44.0,41.0,54190,1885
14.3,12.5,12.5,71.0,43.0,39.0,31584,1886
13.9,12.7,12.7,71.0,42.0,36.0,61208,1887
13.6,12.8,12.9,71.0,41.0,34.0,21319,1888
25.4,9.8,9.7,49.0,49.0,49.0,12423,1889
24.7,1.1,9.9,49.0,49.0,49.0,6855,1890
24.1,1.4,1.2,46.0,46.0,46.0,52852,1891
23.5,1.7,1.6,42.0,42.0,42.0,6447,1892
22.8,11.0,1.9,46.0,48.0,48.0,18843,1893
22.2,11.3,11.2,49.0,54.0,54.0,8491,1894
21.6,11.7,11.6,63.0,66.0,63.0,1272,1895
21.0,12.0,11.9,41.0,6.0,53.0,9960,1896
2.4,12.3,12.3,42.0,54.0,42.0,2613,1897
19.9,12.6,12.6,27.0,46.0,4.0,704,1898
19.3,12.9,12.9,18.0,45.0,36.0,110927,1899
18.8,13.2,13.2,18.0,43.0,33.0,31521,1900
18.3,13.5,13.6,18.0,42.0,29.0,141258,1901
17.8,13.8,13.8,18.0,4.0,25.0,42007,1902
17.3,14.1,14.1,18.0,36.0,27.0,168107,1903
16.9,14.3,14.4,18.0,31.0,29.0,212183,1904
61.2,0.8,0.7,89.0,95.0,95.0,14,1905
6.8,0.8,0.7,89.0,93.0,93.0,3,1906
6.3,0.8,0.7,89.0,94.0,94.0,8,1907
59.8,0.7,0.7,89.0,95.0,95.0,4,1908
59.4,0.7,0.7,89.0,94.0,94.0,39,1909
58.9,0.7,0.7,89.0,93.0,93.0,3,1910
58.5,0.7,0.7,89.0,94.0,94.0,2,1911
58.0,0.7,0.7,89.0,94.0,94.0,4,1912
57.5,0.7,0.7,89.0,93.0,93.0,0,1913
57.0,0.8,0.7,89.0,94.0,94.0,0,1914
56.5,0.8,0.7,89.0,91.0,91.0,0,1915
55.9,0.8,0.7,89.0,92.0,92.0,7,1916
55.3,0.8,0.7,89.0,92.0,92.0,8,1917
54.6,0.8,0.7,89.0,93.0,93.0,5,1918
54.0,0.8,0.7,89.0,91.0,91.0,4,1919
53.3,0.8,0.7,89.0,91.0,9.0,0,1920
54.6,7.1,6.9,99.0,99.0,99.0,0,1921
53.5,7.1,6.9,99.0,99.0,99.0,0,1922
52.8,7.0,6.8,98.0,99.0,98.0,0,1923
52.3,7.0,6.8,98.0,99.0,98.0,13,1924
52.0,6.9,6.8,99.0,99.0,99.0,5,1925
51.8,6.9,6.8,99.0,99.0,99.0,3,1926
51.5,6.9,6.8,98.0,96.0,98.0,19,1927
51.1,6.9,6.8,99.0,97.0,99.0,18,1928
5.6,7.0,6.8,99.0,97.0,99.0,24,1929
5.1,7.0,6.8,99.0,98.0,98.0,13,1930
49.5,7.0,6.8,99.0,99.0,99.0,25,1931
48.9,7.1,6.8,99.0,99.0,99.0,18,1932
48.1,7.1,6.8,99.0,99.0,99.0,1,1933
47.3,7.1,6.8,99.0,99.0,99.0,5,1934
46.5,7.1,6.9,99.0,99.0,99.0,15,1935
45.9,7.2,6.9,99.0,99.0,99.0,15,1936
25.4,19.2,19.6,72.0,72.0,72.0,386,1937
24.7,19.4,19.8,72.0,72.0,72.0,1370,1938
23.9,19.6,2.0,72.0,72.0,72.0,8749,1939
