indice_revenu,annees_scolarisation,consommation_alcool,depenses_sante_pourcentage,pib_habitant,id_socio
0.853,14.6,3.755,0.0,23819.4636,1617
0.847,14.3,8.49,409.6000248,2618.92599,1618
0.828,14.2,8.58,374.2947283,2393.1888,1619
0.821,14.1,7.67,343.123395,2193.8836,1620
0.826,14.8,6.91,3601.287457,22821.847,1621
0.819,14.6,7.91,278.0687051,2187.79469,1622
0.815,14.4,7.38,335.5180568,2675.58259,1623
0.813,14.6,7.14,2655.573684,21928.767,1624
0.808,14.4,7.45,2578.888314,19375.5696,1625
0.809,14.8,8.84,2380.699796,16671.5672,1626
0.805,14.8,6.41,2247.035692,15835.34667,1627
0.797,14.2,6.53,203.3157499,1519.5497,1628
0.79,13.8,6.7,1678.392773,13689.98999,1629
0.786,13.8,5.73,1552.740429,11843.9392,1630
0.783,13.7,5.62,130.0150391,1121.78636,1631
0.779,13.8,5.59,134.3547253,1139.5651,1632
0.513,8.5,3.755,0.0,1158.256469,1633
0.509,8.5,0.01,80.92679802,1326.66882,1634
0.501,8.2,0.01,8.88028118,145.57838,1635
0.491,7.8,0.01,62.48419552,1364.283745,1636
0.487,7.7,0.01,79.27658464,1393.261593,1637
0.484,7.6,0.01,8.353074798,123.383675,1638
0.476,7.1,0.01,11.14504291,146.83851,1639
0.475,7.2,0.02,61.76263795,1167.535689,1640
0.475,7.4,0.02,7.35400072,113.3128,1641
0.466,7.2,0.01,55.79836969,944.134851,1642
0.461,7.2,0.01,55.12187071,697.7451989,1643
0.451,6.7,0.01,5.00378288,62.547286,1644
0.447,6.6,0.01,29.65370899,528.586613,1645
0.446,6.5,0.02,4.113190741,46.9542322,1646
0.444,6.5,0.01,28.782245,464.229758,1647
0.443,6.4,0.03,8.594570232,477.476124,1648
0.779,15.2,3.755,0.0,9252.11724,1649
0.769,14.7,0.01,115.2784282,1153.93822,1650
0.765,14.7,0.01,917.467628,9637.265,1651
0.756,14.3,0.01,915.1859205,9291.227619,1652
0.748,14.1,3.03,918.807245,9197.26972,1653
0.74,14.0,2.95,0.108055973,8.376432,1654
0.734,13.8,2.83,624.2361828,7318.12641,1655
0.728,13.6,2.49,6.6489825,83.635,1656
0.72,13.5,3.24,582.5143743,6574.654338,1657
0.713,13.4,3.73,502.3844946,5695.969327,1658
0.704,13.0,3.94,479.9234077,5116.45424,1659
0.696,12.8,4.16,509.3899943,5229.876738,1660
0.687,12.6,4.08,407.779262,4623.347642,1661
0.683,12.5,4.14,369.6317105,3957.51296,1662
0.673,12.2,4.38,70.15536981,3792.182152,1663
0.667,12.1,4.6,336.3213326,3861.32414,1664
0.758,13.3,3.755,0.0,9143.128494,1665
0.754,13.1,5.26,168.173753,1452.27766,1666
0.753,12.9,5.23,150.408875,1298.86766,1667
0.748,12.7,5.29,112.696486,982.532572,1668
0.745,12.6,5.3,1117.196097,9834.472689,1669
0.739,12.5,5.21,1033.039737,8959.581416,1670
0.738,12.5,5.27,881.7364327,7748.12331,1671
0.735,12.3,5.36,159.8772264,9689.52887,1672
0.731,12.3,5.35,105.7476131,933.341687,1673
0.723,12.2,5.11,980.2537444,8767.92258,1674
0.719,12.2,4.93,998.3498049,7986.798439,1675
0.714,12.1,4.9,920.8284115,7199.59665,1676
0.708,11.9,4.88,781.2062828,6751.998987,1677
0.703,11.6,4.77,12.1859723,716.8219,1678
0.7,11.6,4.86,13.31109532,731.378864,1679
0.694,11.4,4.99,10.22840118,672.92113,1680
0.637,11.7,3.755,0.0,1693.4531885,1681
0.639,11.7,1.58,0.0,1693.4531885,1682
0.641,11.7,1.67,0.0,1693.4531885,1683
0.64,11.7,2.98,0.0,1693.4531885,1684
0.638,11.7,1.89,0.0,1693.4531885,1685
0.633,11.5,1.76,0.0,1693.4531885,1686
0.629,11.4,2.06,0.0,1693.4531885,1687
0.628,11.2,1.97,0.0,1693.4531885,1688
0.625,11.0,1.64,0.0,1693.4531885,1689
0.622,10.9,1.73,0.0,1693.4531885,1690
0.617,10.7,1.9,0.0,1693.4531885,1691
0.616,10.5,2.02,0.0,1693.4531885,1692
0.612,10.4,3.15,0.0,1693.4531885,1693
0.608,10.2,2.78,0.0,1693.4531885,1694
0.604,10.1,2.82,0.0,1693.4531885,1695
0.0,0.0,2.23,0.0,1693.4531885,1696
0.733,14.8,3.755,0.0,3944.1839,1697
0.729,14.8,0.01,281.0023992,4181.583321,1698
0.72,14.7,0.01,241.1958645,4385.379355,1699
0.712,14.7,0.01,253.8285861,4368.82248,1700
0.701,14.6,0.01,257.8403154,3769.595255,1701
0.693,14.3,5.8,22.31624272,265.353659,1702
0.686,13.8,4.61,134.1678932,1717.898761,1703
0.673,13.4,4.26,181.0123284,2139.625631,1704
0.661,13.0,3.79,126.698109,1634.81431,1705
0.649,12.7,2.91,122.1206485,1334.651896,1706
0.637,11.8,2.75,98.68367951,998.8226671,1707
0.621,11.2,1.75,73.24150483,797.8377432,1708
0.609,10.5,1.31,56.05686428,646.561295,1709
0.599,10.1,2.43,55.60878216,571.51883,1710
0.588,9.4,2.87,61.84921903,524.145924,1711
0.582,8.9,2.79,56.431387,474.2133361,1712
0.804,15.1,3.755,0.0,6461.192554,1713
0.803,15.1,0.01,726.0291764,7378.345289,1714
0.799,15.1,0.01,707.144691,7186.429787,1715
0.797,15.1,0.01,648.1331781,6586.71929,1716
0.792,15.1,6.56,666.7374371,7318.742449,1717
0.787,15.0,6.56,635.4849381,6682.281158,1718
0.785,14.6,6.45,489.6818699,6698.79439,1719
0.774,14.2,6.17,709.1311228,7325.73474,1720
0.762,13.6,4.98,678.5188944,5957.145693,1721
0.751,13.2,5.38,595.7306923,4383.59597,1722
0.746,12.8,3.755,527.3076721,3674.617924,1723
0.74,12.6,0.01,57.12190146,338.199535,1724
0.0,0.0,0.01,495.0782963,2789.1735,1725
0.0,0.0,0.01,36.48024032,216.243274,1726
0.0,0.0,0.01,33.66981355,199.583957,1727
0.0,0.0,0.01,274.5472605,1627.42893,1728
0.645,12.1,3.755,0.0,2847.285569,1729
0.64,12.1,0.43,198.7343495,3154.513484,1730
0.634,12.1,0.45,179.8598949,3111.762887,1731
0.623,11.6,0.55,19.15853732,294.746728,1732
0.612,11.2,0.54,22.0945504,339.91616,1733
0.603,10.7,0.56,183.6592186,2834.2472,1734
0.596,10.5,0.62,188.2902861,2861.5545,1735
0.589,10.3,0.51,171.3658969,2884.94776,1736
0.581,10.0,0.56,157.6431445,2494.353552,1737
0.575,10.0,0.58,127.7632005,2191.478567,1738
0.569,9.8,0.47,9.469371264,213.755559,1739
0.561,9.6,0.56,100.3638322,1948.812275,1740
0.551,9.3,0.58,88.16506179,1721.973863,1741
0.54,8.8,0.46,66.72933871,1413.757176,1742
0.53,8.5,0.46,71.11645,1336.775376,1743
0.519,8.0,0.45,63.42140024,1332.382358,1744
0.414,9.1,3.755,0.0,528.3125597,1745
0.409,9.1,0.01,54.91159475,623.2871141,1746
0.405,9.1,1.16,5.813338496,65.985681,1747
0.4,9.2,1.19,49.90987221,566.513873,1748
0.397,9.5,0.94,40.80617976,526.5313517,1749
0.39,9.3,0.96,5.743393664,419.2258149,1750
0.382,9.2,1.18,39.75216936,463.852618,1751
0.372,8.8,1.48,0.796915785,53.127719,1752
0.36,8.2,1.03,53.9502789,422.1461573,1753
0.353,7.9,1.2,58.59644487,385.7567141,1754
0.341,7.3,1.23,67.33378735,369.1545359,1755
0.332,7.0,1.54,46.58195631,336.3318145,1756
0.318,6.7,1.68,42.52689559,283.8911588,1757
0.311,6.2,2.16,40.82597077,262.884551,1758
0.298,5.8,2.09,37.82511936,256.4414872,1759
0.291,5.4,1.14,47.17250718,277.6486591,1760
0.552,9.1,3.755,0.0,1194.59137,1761
0.547,9.1,0.01,45.33788677,1262.893782,1762
0.54,9.1,0.7,38.33793462,1168.83947,1763
0.533,9.1,0.55,38.4279083,1171.58257,1764
0.526,9.1,0.33,21.23698847,1186.423937,1765
0.515,8.8,0.3,17.48293752,987.7365832,1766
0.504,8.5,0.28,11.05247903,741.777116,1767
0.493,8.2,0.3,9.53048032,643.951373,1768
0.484,8.1,0.26,0.5305728,41.451,1769
0.474,8.0,0.28,4.632776304,296.97284,1770
0.465,7.9,0.28,2.793843188,247.24276,1771
0.455,7.8,0.44,4.15451614,219.8156688,1772
0.445,7.7,0.4,3.824212472,219.782326,1773
0.435,7.6,0.41,3.421880938,143.77651,1774
0.427,7.6,0.38,1.917164,138.9249275,1775
0.417,7.5,0.35,2.511437292,193.187484,1776
0.637,11.7,3.755,0.0,4737.66996,1777
0.632,11.7,0.01,751.3982719,5421.343953,1778
0.625,11.6,0.01,760.6550553,5488.131712,1779
0.619,11.5,0.01,796.8734263,5749.44752,1780
0.612,11.5,7.84,7.896234931,56.971392,1781
0.604,11.4,7.58,719.5535161,5191.58381,1782
0.598,11.4,7.99,575.6748069,4153.497885,1783
0.589,11.3,6.28,59.55033546,429.6561,1784
0.578,11.3,5.12,62.11039296,422.51968,1785
0.57,11.4,4.94,459.1572399,3881.29535,1786
0.565,11.6,4.89,457.7200522,3573.146387,1787
0.559,11.7,4.8,368.2848258,3288.257373,1788
0.554,11.7,5.28,294.6571552,2482.36862,1789
0.556,11.8,5.09,203.7322893,1713.47594,1790
0.556,11.7,5.09,205.8078833,1834.29486,1791
0.559,11.5,5.73,35.80978512,257.99557,1792
0.555,12.2,3.755,0.0,743.7653489,1793
0.551,12.4,0.01,8.523486403,76.2386977,1794
0.545,12.3,0.27,80.15505125,688.6172788,1795
0.538,12.3,0.26,80.58788376,681.7925868,1796
0.529,12.0,0.27,112.1229028,692.1166842,1797
0.515,11.1,0.24,84.62302524,592.1835216,1798
0.502,10.5,0.22,6.19357029,48.7299,1799
0.492,10.1,0.21,70.27113179,473.844449,1800
0.486,10.0,0.2,52.22906505,393.8843518,1801
0.476,9.6,0.2,45.87989927,348.6314534,1802
0.469,9.4,0.2,4.259752532,317.89198,1803
0.463,9.3,0.21,31.93187316,287.4156,1804
0.457,9.2,0.2,2.79096532,253.72412,1805
0.447,8.6,0.19,23.18394594,246.375621,1806
0.446,9.0,0.09,21.92813881,248.6183539,1807
0.439,8.9,0.08,17.9123368,231.42554,1808
0.923,18.1,3.755,0.0,44292.88473,1809
0.923,18.1,0.01,1491.703605,52157.4687,1810
0.922,18.1,8.68,1475.030397,51574.48942,1811
0.921,18.1,9.05,1162.656768,49474.7561,1812
0.911,17.2,8.96,1047.370244,5354.6536,1813
0.906,17.0,9.33,1035.621437,5338.25483,1814
0.906,16.9,9.23,96.8585885,519.349,1815
0.905,16.8,9.62,10873.40554,56928.8248,1816
0.899,16.6,9.53,9689.732784,51241.31562,1817
0.893,16.5,9.79,8344.010392,44453.97119,1818
0.888,16.4,9.69,6577.508136,41577.169,1819
0.885,16.5,9.56,5170.130703,39954.64222,1820
0.881,16.5,9.56,4472.6114,35245.1647,1821
0.882,16.9,9.68,3455.197053,28817.32321,1822
0.878,16.7,9.95,3054.515582,26584.12169,1823
0.873,16.5,10.06,2944.640134,25921.12794,1824
0.913,19.2,8.7,0.0,3821.8937,1825
0.91,19.2,9.07,1040.278436,4453.24673,1826
0.908,19.3,9.18,10019.0763,42889.88141,1827
0.904,19.5,9.2,924.5653683,3997.25624,1828
0.901,19.7,9.47,8342.405764,38426.5581,1829
0.899,20.3,9.62,6664.148708,33691.34837,1830
0.895,19.3,9.24,63.57705167,282.94193,1831
0.894,19.5,9.49,6761.288966,31287.77865,1832
0.891,19.2,9.19,606.3106561,3259.73471,1833
0.888,19.1,9.34,496.2228007,2667.86452,1834
0.886,18.9,9.31,491.055852,2775.89515,1835
0.884,18.4,9.15,442.3774869,2542.39935,1836
0.881,18.2,8.91,3661.792922,21913.7817,1837
0.873,17.5,9.13,2892.257132,16874.31232,1838
0.868,17.4,8.75,2205.98595,13882.85683,1839
0.864,17.2,8.91,2143.021083,13641.1272,1840
0.642,11.7,3.755,0.0,295.966488,1841
0.636,11.6,3.55,473.1238124,1975.46477,1842
0.63,11.5,3.58,366.4841804,1847.19849,1843
0.625,11.5,3.63,334.8174246,1792.3845,1844
0.62,11.5,3.39,321.6132593,1682.957924,1845
0.614,11.4,3.38,302.7045411,1526.497938,1846
0.613,11.3,3.36,292.753101,1464.497754,1847
0.607,11.1,3.64,275.064434,1518.85386,1848
0.601,11.0,3.83,253.0007812,1344.31871,1849
0.597,11.0,3.69,21.41123529,124.992617,1850
0.592,11.0,3.7,218.5716179,1175.116225,1851
0.587,11.0,3.81,36.81621175,191.55157,1852
0.583,11.0,3.77,2.542436908,115.565314,1853
0.577,10.7,3.5,2.092343893,11.147277,1854
0.57,10.4,3.51,22.35595448,143.6758,1855
0.562,10.1,3.61,15.25518816,116.2743,1856
0.351,5.4,3.755,0.0,358.99731,1857
0.345,5.3,0.01,3.304039899,43.646498,1858
0.341,5.3,0.01,31.50243237,416.14838,1859
0.331,5.1,0.01,29.75517982,391.515524,1860
0.323,4.8,0.15,32.22493445,375.5819866,1861
0.312,4.5,0.12,5.883760536,348.151511,1862
0.307,4.2,0.11,5.665405066,341.2894618,1863
0.298,4.0,0.12,40.37835666,354.8185998,1864
0.293,3.8,0.1,35.80929749,292.55962,1865
0.286,3.7,0.11,43.42193066,258.463873,1866
0.278,3.5,0.11,3.751715442,25.383731,1867
0.27,3.1,0.11,20.86118432,232.5661574,1868
0.266,3.0,0.1,20.26876572,215.8548,1869
0.261,2.9,0.1,17.58722718,177.828384,1870
0.255,2.9,0.11,1.817829717,165.257247,1871
0.253,2.8,0.1,13.35783844,158.455972,1872
0.525,10.0,3.755,0.0,2655.157977,1873
0.521,10.0,0.01,263.2111031,3221.678128,1874
0.514,9.8,8.3,194.2032879,2996.96432,1875
0.507,9.7,8.54,204.7186256,2755.297787,1876
0.5,9.6,8.75,187.5733187,2527.9423,1877
0.492,9.5,8.9,133.1230872,2327.3267,1878
0.487,9.3,9.05,14.5676468,197.661422,1879
0.481,9.2,9.3,105.5910629,1383.893354,1880
0.477,9.1,9.55,104.4746444,1136.829645,1881
0.466,9.0,9.66,10.35779424,119.743286,1882
0.463,8.9,9.71,6.416252787,87.8938738,1883
0.445,8.5,9.76,57.22555815,648.815852,1884
0.0,8.1,9.75,30.19550849,512.65719,1885
0.0,7.7,9.61,17.137754,459.4572117,1886
0.0,8.0,9.58,15.830985,351.7996666,1887
0.0,7.6,9.23,22.48177606,379.1193264,1888
0.948,17.7,5.97,0.0,7455.24654,1889
0.945,17.7,6.06,177.6382878,975.49856,1890
0.942,17.5,6.21,234.782883,1291.435,1891
0.941,17.6,6.21,2094.19096,11563.727,1892
0.939,17.6,6.53,277.3550522,1574.9861,1893
0.936,17.4,6.59,15268.06445,87646.75346,1894
0.936,17.4,6.68,142.3749426,817.77681,1895
0.936,17.6,6.75,1707.130633,9688.5961,1896
0.934,17.6,6.6,14829.41215,85128.65759,1897
0.931,17.5,6.47,12829.25408,74114.69715,1898
0.929,17.6,6.37,11792.53465,66775.3944,1899
0.924,17.5,6.22,1009.825011,5757.26916,1900
0.918,17.1,6.04,880.7380617,5111.65445,1901
0.916,17.1,5.89,749.6823382,4361.1538,1902
0.917,17.5,5.49,6356.827282,38549.58934,1903
0.911,17.1,5.67,6191.211908,38146.71539,1904
0.795,13.7,3.755,0.0,16627.36433,1905
0.796,13.7,0.4,166.1913728,2458.45226,1906
0.796,13.7,0.46,1154.893473,21268.7564,1907
0.797,13.7,0.51,1055.835493,22134.916,1908
0.797,13.6,0.54,158.27708,2986.36,1909
0.797,13.5,0.56,129.2260751,1928.74739,1910
0.782,12.4,0.56,1040.629462,16784.34616,1911
0.765,11.9,0.57,123.0966298,2275.3536,1912
0.753,11.5,0.57,88.45038011,1585.13226,1913
0.748,11.6,0.58,78.51141,1448.55,1914
0.742,11.5,0.63,854.0115758,12376.97936,1915
0.734,11.5,0.61,70.46762486,1129.28886,1916
0.725,11.2,0.56,65.65631302,969.8126,1917
0.716,11.0,0.54,585.9170945,8629.11774,1918
0.705,10.7,0.55,564.5425663,8476.61511,1919
0.0,10.4,0.38,62.86657508,861.18596,1920
0.548,8.1,3.755,0.0,1431.244865,1921
0.542,7.8,0.01,62.29361092,1316.98966,1922
0.538,7.7,0.04,60.18648815,1272.44161,1923
0.529,7.6,0.04,59.65900139,1261.28967,1924
0.525,7.5,0.04,57.87736282,1226.215314,1925
0.521,7.5,0.04,0.66751505,14.142268,1926
0.514,7.3,0.03,0.697215581,16.63999,1927
0.513,7.3,0.03,5.447133608,139.31288,1928
0.505,6.7,0.03,3.912744517,95.4327931,1929
0.501,6.5,0.03,40.36829999,873.772727,1930
0.487,6.1,0.04,30.59320769,711.4699463,1931
0.474,5.6,0.01,28.98323119,649.848233,1932
0.465,5.6,0.01,24.23455671,563.594342,1933
0.457,5.5,0.01,22.39387584,499.8633,1934
0.45,5.4,0.01,1.766663097,51.6568157,1935
0.445,5.3,0.02,18.84534312,533.8624114,1936
0.785,13.0,3.755,0.0,13134.4367,1937
0.78,13.0,6.74,1842.463782,12593.7374,1938
0.773,12.9,6.89,1694.467075,11685.97983,1939
0.765,12.8,6.95,201.7490628,1589.82713,1940
0.758,12.9,6.9,119.2124275,927.723171,1941
0.756,12.8,6.94,1199.319976,7937.259931,1942
0.755,12.8,6.87,1092.155356,7429.628274,1943
0.75,12.8,6.74,956.8229765,6973.9284,1944
0.743,12.9,6.16,76.2508038,668.8667,1945
0.744,12.9,5.72,631.1251711,5348.518399,1946
0.74,12.9,5.53,623.9100503,4916.54886,1947
0.733,12.8,5.69,527.60848,4591.892776,1948
0.728,12.8,5.52,58.45976019,4267.13578,1949
0.725,12.6,5.52,78.80940216,4126.14671,1950
0.721,12.4,5.43,7.320514461,446.372833,1951
0.716,12.1,5.58,9.87102142,46.29935,1952
0.515,10.0,3.755,0.0,2182.716565,1953
0.511,10.0,0.01,208.2311603,2182.716565,1954
0.506,10.0,0.01,25.70881695,229.95364,1955
0.501,9.9,0.01,31.6357652,271.318741,1956
0.494,9.9,0.88,23.40731286,177.867119,1957
0.485,9.6,0.79,18.99961966,1366.879112,1958
0.477,9.2,0.82,20.53327531,1166.66337,1959
0.469,8.9,0.81,103.7277727,1178.72469,1960
0.461,8.6,0.71,85.7175381,956.668952,1961
0.454,8.2,0.64,126.6142137,854.346921,1962
0.446,7.9,0.84,12.05551997,77.5773486,1963
0.439,7.6,0.58,158.001946,637.3616215,1964
0.433,7.2,0.59,124.3789361,588.3582595,1965
0.428,6.9,0.61,110.9803062,511.665773,1966
0.422,6.6,0.68,93.37278497,539.41528,1967
0.418,6.2,0.73,62.56273841,631.9468526,1968
0.692,12.3,3.755,0.0,419.367724,1969
0.688,12.3,0.01,561.7684701,4712.822736,1970
0.679,12.3,5.03,573.4346982,4479.95858,1971
0.679,12.3,5.36,441.8446244,3855.537735,1972
0.675,12.3,5.79,472.1932825,3988.11894,1973
0.664,12.4,5.65,359.9760397,3225.591754,1974
0.663,12.1,5.39,30.93519548,2599.596259,1975
0.654,11.9,6.14,34.73924576,359.992184,1976
0.649,12.0,5.61,318.6201852,2312.192926,1977
0.648,12.1,5.61,26.18072382,189.71539,1978
0.646,12.3,6.38,20.68037294,157.145691,1979
0.639,12.1,6.2,20.60083027,148.527976,1980
0.642,12.7,6.64,155.4233076,1174.779347,1981
0.632,12.2,5.66,152.8293973,1148.229882,1982
0.624,11.8,6.66,233.8488603,1417.26582,1983
0.625,11.6,6.78,273.5758769,1545.626423,1984
0.737,13.4,3.755,0.0,63.343259,1985
0.735,13.4,0.01,973.728675,6491.5245,1986
0.731,13.4,5.38,946.6521165,6583.116248,1987
0.725,13.4,5.14,885.9858185,6387.785281,1988
0.721,13.4,4.83,759.5380695,5771.565878,1989
0.708,13.3,4.72,69.43934508,522.493191,1990
0.706,13.3,4.69,570.4532468,4166.93387,1991
0.7,13.2,4.85,58.4989742,428.87811,1992
0.696,13.2,4.29,516.4037021,3611.2147,1993
0.693,13.0,4.22,448.7670462,3171.49856,1994
0.692,13.0,4.44,411.5645653,2754.7829,1995
0.685,12.8,4.27,356.9393805,2448.143899,1996
0.686,13.3,4.5,34.70333523,218.25997,1997
0.686,13.9,4.03,40.53777863,259.192958,1998
0.677,13.4,4.22,302.5359058,1981.243653,1999
0.674,13.5,4.59,297.5112337,1996.719689,2000
0.679,11.7,3.755,0.0,2878.33837,2001
0.676,11.7,4.52,31.27232188,2842.938353,2002
0.671,11.7,4.61,24.58973399,276.289146,2003
0.666,11.6,5.02,212.7418488,2581.818554,2004
0.669,11.5,4.96,191.4949779,2352.518156,2005
0.662,11.4,4.85,198.2563794,2129.499242,2006
0.661,11.7,4.42,159.5348489,1825.341521,2007
0.655,11.5,4.21,155.4767618,1919.466195,2008
0.648,11.4,4.19,137.327474,1672.685433,2009
0.646,11.5,4.08,121.3625467,1391.772325,2010
0.642,11.6,4.22,105.7306982,1194.697155,2011
0.636,11.6,4.45,13.39905105,179.3715,2012
0.631,11.6,4.44,0.901149288,11.553196,2013
0.625,11.4,4.42,0.09987219,1.68135,2014
0.622,11.4,4.54,69.0204245,957.287441,2015
0.618,11.4,4.73,11.69704463,138.91977,2016
0.852,16.4,3.755,0.0,12565.9876,2017
0.85,16.4,10.71,243.808475,14341.675,2018
0.838,15.4,11.63,23.43533487,1378.54911,2019
0.834,15.3,10.81,230.040097,13145.1484,2020
0.829,15.4,10.93,250.0773782,13893.18768,2021
0.822,15.1,10.59,220.4916851,12599.52486,2022
0.818,15.1,10.7,1299.159757,11527.59323,2023
0.813,15.0,11.4,15.71474837,141.44688,2024
0.808,15.0,10.9,14.3042452,1126.31852,2025
0.803,15.0,10.4,9.1455559,94.7726,2026
0.797,14.8,9.5,79.41502672,821.251569,2027
0.8,15.5,9.19,648.0743453,6681.178818,2028
0.796,15.3,9.06,542.0235,5693.52416,2029
0.79,15.0,8.02,516.0554391,5196.932921,2030
0.784,14.7,7.74,466.7383106,4981.198619,2031
0.777,14.6,8.4,412.4323974,4492.72764,2032
0.841,16.6,3.755,0.0,1922.681,2033
0.837,16.8,9.88,271.2545531,2277.53613,2034
0.827,16.3,10.0,2698.01817,21618.73534,2035
0.824,16.3,11.96,331.457035,2577.4264,2036
0.818,16.2,11.92,3108.288623,23196.18375,2037
0.812,16.0,12.25,3119.349824,22538.6548,2038
0.809,16.0,12.03,337.1023516,2363.97161,2039
0.804,15.8,12.35,3652.869332,24815.6884,2040
0.797,15.4,12.57,333.3569124,2278.5845,2041
0.793,15.4,13.11,2884.020194,19821.44463,2042
0.79,15.4,13.33,2813.985285,18784.9485,2043
0.792,15.9,13.45,276.0999798,1845.5881,2044
0.789,15.8,14.21,2283.891796,15772.7334,2045
0.788,15.9,12.0,1904.00231,12882.28897,2046
0.782,15.7,12.22,1657.328352,11729.14616,2047
0.777,15.5,11.89,167.3280168,1152.39681,2048
0.855,13.4,3.755,0.0,66346.52267,2049
0.854,13.4,1.15,5063.513104,86852.7119,2050
0.843,13.4,1.2,515.0734795,8834.87958,2051
0.837,13.4,1.13,5163.32918,88564.82298,2052
0.827,12.4,1.16,4409.17067,85948.746,2053
0.825,12.0,1.16,37.76848819,736.22784,2054
0.828,11.8,1.11,3688.694288,61478.23813,2055
0.825,11.7,1.37,5484.143308,82967.37228,2056
0.83,12.6,1.24,44.18506273,675.61258,2057
0.835,13.7,1.28,448.5952989,6256.55926,2058
0.83,13.7,1.18,4582.476081,51488.49529,2059
0.826,13.5,1.11,4064.743869,41818.35256,2060
0.815,12.8,1.0,4049.972347,34176.98183,2061
0.807,12.2,0.87,188.6782945,2999.65492,2062
0.809,12.6,0.76,170.0494537,2843.63635,2063
0.808,13.0,0.5,1559.287158,29986.2915,2064
0.677,12.3,9.33,0.0,1693.4531885,2065
0.677,12.3,9.56,0.0,1693.4531885,2066
0.677,12.3,9.34,0.0,1693.4531885,2067
0.677,12.3,9.23,0.0,1693.4531885,2068
0.677,12.3,8.97,0.0,1693.4531885,2069
0.677,12.3,9.31,0.0,1693.4531885,2070
0.677,12.3,9.05,0.0,1693.4531885,2071
0.677,12.3,8.83,0.0,1693.4531885,2072
0.677,12.3,9.03,0.0,1693.4531885,2073
0.677,12.3,9.18,0.0,1693.4531885,2074
0.677,12.3,9.66,0.0,1693.4531885,2075
0.677,12.3,9.55,0.0,1693.4531885,2076
0.677,12.3,11.45,0.0,1693.4531885,2077
0.677,12.3,10.33,0.0,1693.4531885,2078
0.677,12.3,9.99,0.0,1693.4531885,2079
0.677,12.3,10.49,0.0,1693.4531885,2080
0.677,12.3,10.68,0.0,1693.4531885,2081
0.677,12.3,9.45,0.0,1693.4531885,2082
0.677,12.3,8.25,0.0,1693.4531885,2083
0.677,12.3,8.45,0.0,1693.4531885,2084
0.677,12.3,9.07,0.0,1693.4531885,2085
0.677,12.3,8.36,0.0,1693.4531885,2086
0.677,12.3,10.78,0.0,1693.4531885,2087
0.677,12.3,12.27,0.0,1693.4531885,2088
0.677,12.3,8.15,0.0,1693.4531885,2089
0.677,12.3,6.71,0.0,1693.4531885,2090
0.677,12.3,10.98,0.0,1693.4531885,2091
0.677,12.3,9.89,0.0,1693.4531885,2092
0.798,14.7,3.755,0.0,8958.788593,2093
0.797,14.7,0.01,1.576409172,12.27733,2094
0.794,14.7,9.59,1230.748231,9585.266593,2095
0.797,15.3,9.58,1078.358105,8558.39766,2096
0.798,15.7,9.1,10.32588862,92.277825,2097
0.797,15.8,9.0,983.2518091,8297.483621,2098
0.795,15.4,10.4,14.96373588,822.18329,2099
0.78,14.7,11.9,128.0805702,1136.47356,2100
0.766,14.1,10.6,919.1673438,8214.185378,2101
0.755,13.7,8.51,665.6427546,5828.745662,2102
0.745,13.4,7.68,615.4030781,4676.315183,2103
0.733,12.9,9.82,431.3250367,3552.92452,2104
0.722,12.5,8.78,375.1740323,2774.95586,2105
0.714,12.0,9.62,37.82275031,2124.873613,2106
0.708,11.7,9.78,180.1095132,1839.72945,2107
0.703,11.5,10.16,152.6368899,1668.162731,2108
0.805,15.0,3.755,0.0,9329.298351,2109
0.803,14.9,10.12,1340.553699,14125.961,2110
0.799,14.6,10.58,1529.497771,15543.67653,2111
0.792,14.3,10.99,178.8225911,15154.45687,2112
0.785,14.0,11.04,184.764931,14212.687,2113
0.773,13.7,11.05,162.8088054,1674.98771,2114
0.776,14.0,11.21,137.0063357,8562.89598,2115
0.769,13.9,12.04,161.7301654,11635.2637,2116
0.761,13.8,12.19,11.02617159,911.25385,2117
0.754,13.8,11.79,12.25184084,692.194398,2118
0.748,13.7,11.57,625.5081805,5323.473877,2119
0.741,13.6,11.5,46.51559476,412.372294,2120
0.733,13.2,11.32,333.2148711,2975.132778,2121
0.727,12.8,10.87,266.5416917,2375.5944,2122
0.72,12.5,10.47,2.642527148,21.362386,2123
0.709,12.1,10.18,224.4600248,1771.58662,2124
0.493,10.8,3.755,0.0,71.348397,2125
0.488,10.8,0.01,7.549797238,76.5699517,2126
0.485,10.8,0.01,11.71090655,688.8768557,2127
0.475,10.5,0.01,9.774676411,678.796973,2128
0.464,10.2,8.34,9.074569426,617.317648,2129
0.454,10.0,7.92,63.78723633,563.491487,2130
0.447,10.2,7.11,9.165614959,539.1538211,2131
0.438,10.4,6.39,0.661540371,5.6687264,2132
0.424,10.1,6.78,7.409771603,44.853339,2133
0.404,9.3,6.88,78.47020226,342.3656294,2134
0.388,8.8,7.01,39.44666715,287.931877,2135
0.371,8.2,6.75,31.93566186,236.9114381,2136
0.359,7.6,6.66,33.30286123,212.6619491,2137
0.343,7.2,7.82,1.9659778,196.59778,2138
0.332,7.1,5.72,0.388253772,21.569654,2139
0.318,6.6,7.13,18.41791804,216.172747,2140
0.735,13.1,3.755,0.0,1693.4531885,2141
0.723,13.1,9.97,0.0,1693.4531885,2142
0.734,13.1,9.73,0.0,1693.4531885,2143
