pays,statut,continent,population,id_pays
Sweden,Developed,Europe,9519374,2012
Sweden,Developed,Europe,9449213,2013
Sweden,Developed,Europe,9378126,2014
Sweden,Developed,Europe,9298515,2015
Sweden,Developed,Europe,9219637,2016
Sweden,Developed,Europe,914892,2017
Sweden,Developed,Europe,9855,2018
Sweden,Developed,Europe,929572,2019
Sweden,Developed,Europe,8993531,2020
Sweden,Developed,Europe,8958229,2021
Sweden,Developed,Europe,8924958,2022
Sweden,Developed,Europe,889596,2023
Sweden,Developed,Europe,887219,2024
Switzerland,Developed,Europe,8282396,2025
Switzerland,Developed,Europe,8188649,2026
Switzerland,Developed,Europe,889346,2027
Switzerland,Developed,Europe,7996861,2028
Switzerland,Developed,Europe,7912398,2029
Switzerland,Developed,Europe,782499,2030
Switzerland,Developed,Europe,7743831,2031
Switzerland,Developed,Europe,7647675,2032
Switzerland,Developed,Europe,7551117,2033
Switzerland,Developed,Europe,7483934,2034
Switzerland,Developed,Europe,7437115,2035
Switzerland,Developed,Europe,7389625,2036
Switzerland,Developed,Europe,73391,2037
Switzerland,Developed,Europe,7284753,2038
Switzerland,Developed,Europe,7229854,2039
Switzerland,Developed,Europe,718425,2040
Syria,Developing,Asie,18734987,2041
Syria,Developing,Asie,19239,2042
Syria,Developing,Asie,1989141,2043
Syria,Developing,Asie,24271,2044
Syria,Developing,Asie,2863993,2045
Syria,Developing,Asie,2118834,2046
Syria,Developing,Asie,2824893,2047
Syria,Developing,Asie,2325443,2048
Syria,Developing,Asie,1963286,2049
Syria,Developing,Asie,18914977,2050
Syria,Developing,Asie,18294611,2051
Syria,Developing,Asie,1786638,2052
Syria,Developing,Asie,17415266,2053
Syria,Developing,Asie,178791,2054
Syria,Developing,Asie,16766899,2055
Syria,Developing,Asie,1641848,2056
Tajikistan,Developing,Asie,8548651,2057
Tajikistan,Developing,Asie,8362745,2058
Tajikistan,Developing,Asie,817789,2059
Tajikistan,Developing,Asie,799562,2060
Tajikistan,Developing,Asie,7815949,2061
Tajikistan,Developing,Asie,764163,2062
Tajikistan,Developing,Asie,7472819,2063
Tajikistan,Developing,Asie,739728,2064
Tajikistan,Developing,Asie,7152385,2065
Tajikistan,Developing,Asie,7557,2066
Tajikistan,Developing,Asie,6854176,2067
Tajikistan,Developing,Asie,6712841,2068
Tajikistan,Developing,Asie,6576877,2069
Tajikistan,Developing,Asie,6447688,2070
Tajikistan,Developing,Asie,6327125,2071
Tajikistan,Developing,Asie,621625,2072
Thailand,Developing,Asie,686576,2073
Thailand,Developing,Asie,68416772,2074
Thailand,Developing,Asie,6814365,2075
Thailand,Developing,Asie,67843979,2076
Thailand,Developing,Asie,675313,2077
Thailand,Developing,Asie,672888,2078
Thailand,Developing,Asie,66881867,2079
Thailand,Developing,Asie,6654576,2080
Thailand,Developing,Asie,66195615,2081
Thailand,Developing,Asie,65824164,2082
Thailand,Developing,Asie,6542547,2083
Thailand,Developing,Asie,652231,2084
Thailand,Developing,Asie,64554952,2085
Thailand,Developing,Asie,6473164,2086
Thailand,Developing,Asie,63543322,2087
Thailand,Developing,Asie,6295821,2088
North Macedonia,Developing,Europe,1383743,2089
Timor-Leste,Developing,Autre,124977,2090
Timor-Leste,Developing,Autre,1212814,2091
Timor-Leste,Developing,Autre,1184366,2092
Timor-Leste,Developing,Autre,115676,2093
Timor-Leste,Developing,Autre,1131523,2094
Timor-Leste,Developing,Autre,119591,2095
Timor-Leste,Developing,Autre,19221,2096
Timor-Leste,Developing,Autre,17811,2097
Timor-Leste,Developing,Autre,164973,2098
Timor-Leste,Developing,Autre,148621,2099
Timor-Leste,Developing,Autre,126484,2100
Timor-Leste,Developing,Autre,996698,2101
Timor-Leste,Developing,Autre,96852,2102
Timor-Leste,Developing,Autre,923825,2103
Timor-Leste,Developing,Autre,892531,2104
Timor-Leste,Developing,Autre,87167,2105
Togo,Developing,Afrique,741682,2106
Togo,Developing,Afrique,7228915,2107
Togo,Developing,Afrique,742948,2108
Togo,Developing,Afrique,6859482,2109
Togo,Developing,Afrique,6679282,2110
Togo,Developing,Afrique,652952,2111
Togo,Developing,Afrique,633472,2112
Togo,Developing,Afrique,6161796,2113
Togo,Developing,Afrique,5997385,2114
Togo,Developing,Afrique,5837792,2115
Togo,Developing,Afrique,5683268,2116
Togo,Developing,Afrique,5534598,2117
Togo,Developing,Afrique,539141,2118
Togo,Developing,Afrique,5251472,2119
Togo,Developing,Afrique,511177,2120
Togo,Developing,Afrique,497367,2121
Tonga,Developing,Océanie,16364,2122
Tonga,Developing,Océanie,15782,2123
Tonga,Developing,Océanie,15328,2124
Tonga,Developing,Océanie,14951,2125
Tonga,Developing,Océanie,14577,2126
Tonga,Developing,Océanie,14137,2127
Tonga,Developing,Océanie,1364,2128
Tonga,Developing,Océanie,135,2129
Tonga,Developing,Océanie,12357,2130
Tonga,Developing,Océanie,11689,2131
Tonga,Developing,Océanie,1141,2132
Tonga,Developing,Océanie,146,2133
Tonga,Developing,Océanie,99789,2134
Tonga,Developing,Océanie,99184,2135
Tonga,Developing,Océanie,98611,2136
Tonga,Developing,Océanie,9882,2137
Trinidad and Tobago,Developing,Amérique du Nord,13692,2138
Trinidad and Tobago,Developing,Amérique du Nord,1354493,2139
Trinidad and Tobago,Developing,Amérique du Nord,1348248,2140
Trinidad and Tobago,Developing,Amérique du Nord,1341588,2141
Trinidad and Tobago,Developing,Amérique du Nord,1334788,2142
Trinidad and Tobago,Developing,Amérique du Nord,13281,2143
Trinidad and Tobago,Developing,Amérique du Nord,1321618,2144
Trinidad and Tobago,Developing,Amérique du Nord,1315372,2145
Trinidad and Tobago,Developing,Amérique du Nord,13926,2146
Trinidad and Tobago,Developing,Amérique du Nord,133144,2147
Trinidad and Tobago,Developing,Amérique du Nord,1296934,2148
Trinidad and Tobago,Developing,Amérique du Nord,129535,2149
Trinidad and Tobago,Developing,Amérique du Nord,128452,2150
Trinidad and Tobago,Developing,Amérique du Nord,1277837,2151
Trinidad and Tobago,Developing,Amérique du Nord,127238,2152
Trinidad and Tobago,Developing,Amérique du Nord,1267984,2153
Tunisia,Developing,Afrique,11273661,2154
Tunisia,Developing,Afrique,1114398,2155
Tunisia,Developing,Afrique,1114558,2156
Tunisia,Developing,Afrique,1886668,2157
Tunisia,Developing,Afrique,1761467,2158
Tunisia,Developing,Afrique,1639931,2159
Tunisia,Developing,Afrique,1521834,2160
Tunisia,Developing,Afrique,147336,2161
Tunisia,Developing,Afrique,129887,2162
Tunisia,Developing,Afrique,1196136,2163
Tunisia,Developing,Afrique,112482,2164
Tunisia,Developing,Afrique,11761,2165
Tunisia,Developing,Afrique,9939678,2166
Tunisia,Developing,Afrique,9864326,2167
Tunisia,Developing,Afrique,978571,2168
Tunisia,Developing,Afrique,9699197,2169
Turkey,Developing,Asie,78271472,2170
Turkey,Developing,Asie,773628,2171
Turkey,Developing,Asie,75787333,2172
Turkey,Developing,Asie,74569867,2173
Turkey,Developing,Asie,7349455,2174
Turkey,Developing,Asie,72326914,2175
Turkey,Developing,Asie,71339185,2176
Turkey,Developing,Asie,74432,2177
Turkey,Developing,Asie,69597281,2178
Turkey,Developing,Asie,6876345,2179
Turkey,Developing,Asie,679346,2180
Turkey,Developing,Asie,677855,2181
Turkey,Developing,Asie,668583,2182
Turkey,Developing,Asie,6514354,2183
Turkey,Developing,Asie,64191474,2184
Turkey,Developing,Asie,6324121,2185
Turkmenistan,Developing,Asie,5565284,2186
Turkmenistan,Developing,Asie,5466241,2187
Turkmenistan,Developing,Asie,5366277,2188
Turkmenistan,Developing,Asie,5267839,2189
Turkmenistan,Developing,Asie,517461,2190
Turkmenistan,Developing,Asie,58721,2191
Turkmenistan,Developing,Asie,5795,2192
Turkmenistan,Developing,Asie,4935762,2193
Turkmenistan,Developing,Asie,487137,2194
Turkmenistan,Developing,Asie,48115,2195
Turkmenistan,Developing,Asie,4754641,2196
Turkmenistan,Developing,Asie,473398,2197
Turkmenistan,Developing,Asie,4655741,2198
Turkmenistan,Developing,Asie,4612,2199
Turkmenistan,Developing,Asie,45648,2200
Turkmenistan,Developing,Asie,4516131,2201
Uganda,Developing,Afrique,414487,2202
Uganda,Developing,Afrique,38833338,2203
Uganda,Developing,Afrique,37553726,2204
Uganda,Developing,Afrique,3636796,2205
Uganda,Developing,Afrique,3593648,2206
Uganda,Developing,Afrique,33915133,2207
Uganda,Developing,Afrique,32771895,2208
Uganda,Developing,Afrique,31663896,2209
Uganda,Developing,Afrique,359487,2210
Uganda,Developing,Afrique,2955662,2211
Uganda,Developing,Afrique,2854394,2212
Uganda,Developing,Afrique,27568436,2213
Uganda,Developing,Afrique,2662482,2214
Uganda,Developing,Afrique,2571848,2215
Uganda,Developing,Afrique,24854892,2216
Uganda,Developing,Afrique,2439274,2217
Ukraine,Developing,Europe,4515429,2218
Ukraine,Developing,Europe,45271947,2219
Ukraine,Developing,Europe,454896,2220
Ukraine,Developing,Europe,455933,2221
Ukraine,Developing,Europe,45761,2222
Ukraine,Developing,Europe,45877,2223
Ukraine,Developing,Europe,46533,2224
Ukraine,Developing,Europe,462582,2225
Ukraine,Developing,Europe,465935,2226
Ukraine,Developing,Europe,4678775,2227
Ukraine,Developing,Europe,471515,2228
Ukraine,Developing,Europe,474516,2229
Ukraine,Developing,Europe,4781295,2230
Ukraine,Developing,Europe,48225,2231
Ukraine,Developing,Europe,48683865,2232
Ukraine,Developing,Europe,49175848,2233
United Arab Emirates,Developing,Asie,1383743,2234
United Kingdom of Great Britain and Northern Ireland,Developed,Europe,1383743,2235
United Republic of Tanzania,Developing,Afrique,1383743,2236
United States,Developed,Amérique du Nord,1383743,2237
Uruguay,Developing,Amérique du Sud,3431552,2238
Uruguay,Developing,Amérique du Sud,3419546,2239
Uruguay,Developing,Amérique du Sud,3485,2240
Uruguay,Developing,Amérique du Sud,3396777,2241
Uruguay,Developing,Amérique du Sud,3385624,2242
Uruguay,Developing,Amérique du Sud,3374415,2243
Uruguay,Developing,Amérique du Sud,3362755,2244
Uruguay,Developing,Amérique du Sud,335824,2245
Uruguay,Developing,Amérique du Sud,3339741,2246
Uruguay,Developing,Amérique du Sud,333143,2247
Uruguay,Developing,Amérique du Sud,3325612,2248
Uruguay,Developing,Amérique du Sud,332496,2249
Uruguay,Developing,Amérique du Sud,3325637,2250
Uruguay,Developing,Amérique du Sud,3327773,2251
Uruguay,Developing,Amérique du Sud,332713,2252
Uruguay,Developing,Amérique du Sud,3321245,2253
Uzbekistan,Developing,Asie,312989,2254
Uzbekistan,Developing,Asie,37577,2255
Uzbekistan,Developing,Asie,32432,2256
Uzbekistan,Developing,Asie,297745,2257
Uzbekistan,Developing,Asie,293394,2258
Uzbekistan,Developing,Asie,285624,2259
Uzbekistan,Developing,Asie,277674,2260
Uzbekistan,Developing,Asie,27328,2261
Uzbekistan,Developing,Asie,26868,2262
Uzbekistan,Developing,Asie,2648825,2263
Uzbekistan,Developing,Asie,26167,2264
Uzbekistan,Developing,Asie,2586435,2265
Uzbekistan,Developing,Asie,2556765,2266
Uzbekistan,Developing,Asie,2527185,2267
Uzbekistan,Developing,Asie,2496445,2268
Uzbekistan,Developing,Asie,24654,2269
Vanuatu,Developing,Océanie,26463,2270
Vanuatu,Developing,Océanie,25885,2271
Vanuatu,Developing,Océanie,253142,2272
Vanuatu,Developing,Océanie,247485,2273
Vanuatu,Developing,Océanie,241871,2274
Vanuatu,Developing,Océanie,236295,2275
Vanuatu,Developing,Océanie,23785,2276
Vanuatu,Developing,Océanie,22534,2277
Vanuatu,Developing,Océanie,219953,2278
Vanuatu,Developing,Océanie,214634,2279
Vanuatu,Developing,Océanie,2937,2280
Vanuatu,Developing,Océanie,24143,2281
Vanuatu,Developing,Océanie,198964,2282
Vanuatu,Developing,Océanie,193956,2283
Vanuatu,Developing,Océanie,18929,2284
Vanuatu,Developing,Océanie,18563,2285
Venezuela,Developing,Amérique du Sud,1383743,2286
Vietnam,Developing,Asie,1383743,2287
Yemen,Developing,Asie,1383743,2288
Zambia,Developing,Afrique,161587,2289
Zambia,Developing,Afrique,1562974,2290
Zambia,Developing,Afrique,1515321,2291
Zambia,Developing,Afrique,14699937,2292
Zambia,Developing,Afrique,14264756,2293
Zambia,Developing,Afrique,138533,2294
Zambia,Developing,Afrique,13456417,2295
Zambia,Developing,Afrique,1382517,2296
Zambia,Developing,Afrique,12725974,2297
Zambia,Developing,Afrique,12383446,2298
Zambia,Developing,Afrique,1252156,2299
Zambia,Developing,Afrique,11731746,2300
Zambia,Developing,Afrique,11421984,2301
Zambia,Developing,Afrique,111249,2302
Zambia,Developing,Afrique,1824125,2303
Zambia,Developing,Afrique,1531221,2304
Zimbabwe,Developing,Afrique,15777451,2305
Zimbabwe,Developing,Afrique,15411675,2306
Zimbabwe,Developing,Afrique,155456,2307
Zimbabwe,Developing,Afrique,1471826,2308
Zimbabwe,Developing,Afrique,14386649,2309
Zimbabwe,Developing,Afrique,1486317,2310
Zimbabwe,Developing,Afrique,1381599,2311
Zimbabwe,Developing,Afrique,13558469,2312
Zimbabwe,Developing,Afrique,1332999,2313
Zimbabwe,Developing,Afrique,13124267,2314
Zimbabwe,Developing,Afrique,129432,2315
Zimbabwe,Developing,Afrique,12777511,2316
Zimbabwe,Developing,Afrique,12633897,2317
Zimbabwe,Developing,Afrique,125525,2318
Zimbabwe,Developing,Afrique,12366165,2319
Zimbabwe,Developing,Afrique,12222251,2320
